decision_group_id,entity_type,entity_id,sku_or_signature,woo_id,source,source_row,name,quarantine_reason,affected_edges,affected_combinations,original_status,quarantine_status,worker_review_status,notes
TECH-001,UNRESOLVED_WOO_COMBINATION,7375,0504011|1251006|0607002-1,7375,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7372,0504011|1251006|0608002-1,7372,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7371,0504011|1251006|0609002-1,7371,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7376,0504011|1251006|0614002-1,7376,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7370,0504011|1251006|0615002-1,7370,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7374,0504011|1251006|0616002-1,7374,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-violeta, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 1251006; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7385,0504011|1252005-1,7385,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 1252005-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7389,0504011|1252005|0606002-1,7389,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7391,0504011|1252005|0607002-1,7391,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7388,0504011|1252005|0608002-1,7388,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7387,0504011|1252005|0609002-1,7387,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7392,0504011|1252005|0614002-1,7392,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7386,0504011|1252005|0615002-1,7386,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7390,0504011|1252005|0616002-1,7390,WOO_MAP_001A_2_CANONICAL_GRAPH,,"futon-de-algodon-de-colores-de-dos-plazas-140x200x14-cm-verde, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 1252005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7361,0504011|1253003-1,7361,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 1253003-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7365,0504011|1253003|0606002-1,7365,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7367,0504011|1253003|0607002-1,7367,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7364,0504011|1253003|0608002-1,7364,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7363,0504011|1253003|0609002-1,7363,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7368,0504011|1253003|0614002-1,7368,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7362,0504011|1253003|0615002-1,7362,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7366,0504011|1253003|0616002-1,7366,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Gris oscuro, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 1253003; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7377,0504011|1254005-1,7377,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Sin funda",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 1254005-1; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7381,0504011|1254005|0606002-1,7381,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Granate",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0606002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7383,0504011|1254005|0607002-1,7383,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Rojo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0607002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7380,0504011|1254005|0608002-1,7380,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0608002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7379,0504011|1254005|0609002-1,7379,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Azul",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0609002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7384,0504011|1254005|0614002-1,7384,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Verde",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0614002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7378,0504011|1254005|0615002-1,7378,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Amarillo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0615002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,7382,0504011|1254005|0616002-1,7382,WOO_MAP_001A_2_CANONICAL_GRAPH,,"Futón de algodón de colores de dos plazas, 140x200x14,5 cm, Rojo, Negro",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,3,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0504011 | 0616002-1 | 1254005; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11478,0727007A|0607007A,11478,WOO_MAP_001A_2_CANONICAL_GRAPH,,"13 cm, 4 cm, 80x200x13 cm, Crudo",UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0607007A | 0727007A; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11658,1244001A|0607007A,11658,WOO_MAP_001A_2_CANONICAL_GRAPH,,Negro,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0607007A | 1244001A; exact full-SKU evidence still absent.
TECH-001,UNRESOLVED_WOO_COMBINATION,11656,1245001A|0609007B,11656,WOO_MAP_001A_2_CANONICAL_GRAPH,,Rojo,UNRESOLVED_EXACT_EVIDENCE_OUTSIDE_BUSINESS_SCOPE,2,1,BLOCKED_INCOMPLETE_COMPOSITION,PENDING_TECHNICAL_EVIDENCE,NOT_SUBMITTED_TECHNICAL,blocked_components=0609007B | 1245001A; exact full-SKU evidence still absent.
UD-001,COMPONENT_PLACEHOLDER_CODE,0606011,0606011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,17,17,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,COMPONENT_PLACEHOLDER_CODE,0607011,0607011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,17,17,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,COMPONENT_PLACEHOLDER_CODE,0608011,0608011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,14,14,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,COMPONENT_PLACEHOLDER_CODE,0609011,0609011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,17,17,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,COMPONENT_PLACEHOLDER_CODE,0615011,0615011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,15,15,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,COMPONENT_PLACEHOLDER_CODE,0616011,0616011,,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[3] | sku_component[4],,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,17,17,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,No canonical target inferred; no measure substitution.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000606011,0606011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000606011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0606011; full SKU retained literally.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000607011,0607011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000607011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0607011; full SKU retained literally.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000608011,0608011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000608011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0608011; full SKU retained literally.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000609011,0609011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000609011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0609011; full SKU retained literally.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000615011,0615011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000615011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0615011; full SKU retained literally.
UD-001,HISTORICAL_ALIAS_SUFFIX_VARIANT,920000616011,0616011-1,,WOO_MAP_001A_1_ALIAS_RESOLUTION,920000616011,,PENDING_BUSINESS_REVIEW_PLACEHOLDER_011,6,6,ALIAS_CONFLICT,PENDING_BUSINESS_REVIEW,PENDING,alias_heca_reference=0616011; full SKU retained literally.
UD-002,MALFORMED_SKU_WOO_VARIATION,01619002,01619002,9455,WOO_MAP_001A_2_CANONICAL_GRAPH,sku_component[1] | sku_component[2] | sku_component[3],"Futón de algodón, 140x200x14,5 cm, Beige jaspeado",PENDING_BUSINESS_REVIEW_MALFORMED_SKU,1,1,BLOCKED | EXACT,PENDING_BUSINESS_REVIEW,PENDING,No substitution to 0619002 and no consolidation with Woo ID 6304.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,78009,0078009,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Duo Látex,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,78012,0078012,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Dúo Látex,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,78013,0078013,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Dúo Látex,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,201013,0201013,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil  Azul,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,206001,0206001,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil Granate,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,208001,0208001,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil Crudo,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,213001,0213001,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil Naranja,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,214001,0214001,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil Verde,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,216001,0216001,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,Tatami Plegable de 90 cm + Futón Portátil Negro,PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,402014,0402014,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Macao, 180 x 200 cm, Natural",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,402021,0402021,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Yoko-Bed 200 x 150 cm, Natural",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,404005,0404005,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Eko-bed, 140 x 200 cm, Crudo",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,404006,0404006,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Eko-bed, 150 x 200 cm, Crudo",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,404007,0404007,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Eko-bed, 160 x 200 cm, Crudo",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,404020,0404020,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Eko-bed, 180 x 200 cm, Crudo",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
UD-004,PHYSICAL_WITHOUT_STANDALONE_WOO,404021,0404021,,WOO_MAP_001A_2_CANONICAL_GRAPH.physical_nodes,,"Cama Eko-bed, 120 x 200 cm, Crudo",PENDING_BUSINESS_REVIEW_PHYSICAL_WITHOUT_WOO,0,0,BLOCKED,PENDING_BUSINESS_REVIEW,PENDING,Historical physical item retained; no Woo product creation requested.
